,LOG_LIQ,EDUC,LOG_INCOME,HHOUSES,AGE,FINLIT,EMERGSAV,KIDS,MARRIED,OCCAT1,YESFINRISK,LOG_DEBT,SPENDMOR,LATE,LOG_RET_ASSETS
12590,11.813037464800539,12,13.067781267650615,1,82,3,1,0,1,3,0,10.714439990727769,1,0,16.31981133659164
12595,12.54254845357358,14,12.991915683347502,1,49,3,1,2,1,1,0,0.0,3,0,14.83832149279892
12600,10.308985993422082,12,11.248253152234346,1,78,2,1,0,2,1,1,0.0,1,0,12.345838935721968
12605,8.853808274977197,10,11.30306069379871,1,59,2,1,2,1,3,0,9.60918360377546,3,0,13.578522867254332
12610,10.82617776399085,9,10.74678187553037,1,67,3,1,1,2,3,0,10.595659257474393,1,0,11.762290216087433
12615,14.933598950037204,13,15.612504466248195,1,55,2,0,0,1,3,0,0.0,4,0,17.044613942580895
12620,10.262594536666143,9,12.283882237332369,1,54,3,1,2,1,1,0,11.763691965388299,2,0,11.942373991160347
12625,8.042699496897637,12,11.853101811967846,1,50,2,0,1,1,1,0,12.718899265966332,1,0,12.241975360209508
12630,10.404293143019792,12,11.90554792375787,1,54,3,1,3,1,1,0,11.713504338035014,2,0,13.798365416422785
12635,11.277595459541718,12,11.955379969271414,1,42,2,1,1,2,1,0,11.964007453736912,4,0,12.42533266568958
12640,3.4657359027997265,9,10.16365262239305,0,80,1,0,0,2,3,0,5.303304908059076,4,0,3.4657359027997265
12645,8.105005537547246,10,9.930047914868675,0,64,3,0,0,2,2,0,9.798182590890704,3,0,10.88389796784759
12650,6.90875477931522,8,11.560280761065794,0,65,2,1,0,1,1,0,0.0,2,0,6.90875477931522
12655,13.023649611968253,8,12.899065751096177,1,69,3,1,0,1,2,0,0.0,5,0,15.960037463423486
12660,6.042632833682381,8,11.316305758236654,1,46,3,0,1,1,3,0,11.948667563962665,3,0,6.042632833682381
12665,13.246351123968212,13,14.596413493470822,1,65,3,1,0,1,2,1,10.819798284210286,3,0,15.327115330605388
12670,15.681387677870642,12,16.494522698181623,1,80,3,1,1,1,2,0,0.0,3,0,17.644838696852688
12675,5.860786223465865,9,8.420865018678889,0,34,2,0,0,1,2,0,0.0,4,0,5.860786223465865
12680,5.484796933490655,5,11.560280761065794,0,32,2,0,2,1,1,0,11.026808713825016,4,0,5.484796933490655
12685,9.392745258631441,12,11.74774208708152,1,64,3,1,0,1,3,0,7.244941546337007,4,0,14.477167587428587
12690,4.875197323201151,7,11.404411999129266,1,53,2,0,0,2,1,0,11.330215832884798,2,0,9.760252084449375
12695,12.073689165230697,13,14.388012330009506,1,65,3,0,0,1,2,0,15.59906999866596,2,0,17.401808991154645
12700,8.101980731853192,8,11.028627743384128,1,42,3,0,2,1,1,0,12.78195821696729,1,0,8.101980731853192
12705,8.497194544909547,9,8.84200277886267,0,19,1,0,0,2,1,0,9.177920480720072,3,1,8.594339400592892
12710,14.620870176058421,14,13.167647063248406,1,57,3,0,3,1,3,0,12.657151449598695,4,0,16.25868342615271
12715,4.795790545596741,3,8.917215726651094,1,69,0,0,0,2,3,0,0.0,4,0,4.795790545596741
12720,8.31898612539206,12,11.629960039799675,1,41,3,0,2,1,1,1,12.605187634239536,4,0,10.36410350510914
12725,4.795790545596741,8,9.818828007928495,0,21,1,0,2,2,1,0,4.61512051684126,2,0,4.795790545596741
12730,5.771441123130016,8,10.64914561257346,0,47,2,0,0,2,1,1,9.143238568435446,2,1,11.646765559941278
12735,4.61512051684126,9,10.792243293398966,0,36,1,0,0,2,1,0,9.546884034617925,5,0,4.61512051684126
12740,1.0986122886681098,8,10.121094683881875,0,58,1,0,0,2,3,0,7.696667081526462,4,0,1.0986122886681098
12745,7.00397413672268,9,10.41957729248823,0,44,2,0,0,2,2,0,10.474495347310453,5,1,8.03947991910045
12750,7.280008252884188,5,11.560280761065794,0,38,3,0,2,1,3,0,10.335302435967074,5,0,7.280008252884188
12755,10.463131911491967,12,12.466203023190976,1,39,2,1,1,1,1,0,13.499430382731967,4,0,11.580593459194764
12760,8.517393171418904,12,0.0,0,62,2,0,1,2,2,0,12.754254745839695,5,1,8.517393171418904
12765,5.802118375377063,8,10.243692364956795,0,40,3,0,0,2,1,0,0.0,5,0,5.802118375377063
12770,8.114025442356757,13,10.569104881654322,0,67,3,0,0,2,1,0,9.262078567380597,3,0,8.114025442356757
12775,13.030250281476574,12,15.664872443291278,1,68,3,1,0,1,2,0,0.0,4,0,15.963545007823067
12780,8.517393171418904,8,9.98133877479715,1,86,1,1,0,2,3,0,4.2626798770413155,5,0,12.230770136157428
12785,13.197472705176983,14,15.230944956010122,1,65,3,1,0,1,3,0,14.45736497045232,1,0,17.20257524185714
12790,11.002116507732017,9,11.428222385556161,1,73,3,0,0,1,2,0,0.0,3,0,13.39239204133378
12795,9.116139576577355,8,11.712956250852091,1,30,1,0,1,1,1,0,11.770671388994348,4,0,10.278527816830314
12800,10.638280388314705,12,11.20508155522288,0,38,3,1,0,2,1,0,10.579005242826247,2,0,11.12285622984002
12805,12.206077645517674,13,13.192138037004634,0,78,3,1,0,2,2,0,0.0,2,0,16.496532155171714
12810,1.9459101490553132,9,9.930047914868675,0,60,2,0,0,2,3,0,8.412054873292933,3,0,1.9459101490553132
12815,12.512457475937662,14,12.337422763109329,0,34,3,1,0,1,1,0,11.600029337681997,5,0,12.654600435941708
12820,10.110542371500753,8,12.365461861933738,1,43,2,1,3,1,2,0,13.060490101343552,2,0,10.110542371500753
12825,10.413042369168673,9,11.649008066953392,1,45,1,0,3,1,2,0,12.40697467786825,3,0,12.406115416616345
12830,0.6931471805599453,9,9.470543987306165,0,24,2,0,0,1,4,0,8.105005537547246,2,1,11.635160796652894
12835,15.270164490078686,13,16.297554354362,1,41,3,1,1,1,3,1,14.842627202965202,2,0,17.06172917814529
12840,14.715672314412528,12,12.498992721632195,1,71,1,0,0,2,3,0,13.641158361294979,1,0,15.800091956058294
12845,10.839600519357369,13,12.873054768060083,1,71,3,1,0,1,1,0,0.0,3,0,15.456641110891745
12850,16.19112592117129,14,16.4053509162909,1,55,3,1,3,1,2,0,15.079637567595793,4,0,18.16553854050708
12855,10.933124826700707,12,13.025817159065012,1,49,3,1,0,1,1,0,13.1499804899607,2,0,14.526498147811566
12860,8.006700845440367,9,10.16365262239305,0,39,0,0,3,2,1,0,9.70509758756311,5,0,8.962007209588313
12865,10.047631185616188,12,12.002846208646966,1,52,3,0,1,1,1,0,12.209571517333053,2,0,13.536459134086739
12870,9.430359045942868,8,12.121364124132038,0,41,2,1,1,1,1,0,6.846943139585379,3,0,10.459124004835836
12875,9.105090961257085,8,12.580275063860539,1,59,2,1,0,2,1,0,10.915106645867503,1,0,14.009596805265678
12880,4.795790545596741,5,10.076644749570697,1,40,3,0,1,1,4,1,0.0,5,0,4.795790545596741
12885,8.216358332386156,9,11.773059697378923,1,41,2,0,2,1,1,0,12.657151449598695,1,0,8.216358332386156
12890,6.698268054115413,8,10.723251890363157,0,52,1,0,0,1,1,1,10.36599440101149,2,0,6.698268054115413
12895,14.962913328262083,12,15.037538618616676,1,68,2,1,0,1,2,0,0.0,5,0,18.270439092242974
12900,8.434028950155469,12,11.989512759998888,1,46,3,0,2,1,4,0,12.653961664405365,4,0,9.798182590890704
12905,7.313886831633462,12,10.451325058234776,0,28,1,0,2,2,1,0,10.150777225678416,2,1,7.313886831633462
12910,6.7464121285733745,14,12.19886927342878,1,70,3,0,2,1,3,0,10.584081267024454,5,0,13.532950014730028
12915,9.148571345578551,9,11.079920226254767,0,48,3,0,0,2,1,0,0.0,3,0,10.807725945886109
12920,9.852246888342531,13,11.485380194730258,0,34,1,0,0,1,1,0,0.0,1,0,10.513280297700861
12925,9.210440366976517,1,9.818828007928495,1,52,3,1,0,2,1,0,0.0,2,0,9.210440366976517
12930,11.51293546492023,14,13.988626544885074,1,63,3,1,0,1,1,0,0.0,3,0,16.125567765052597
12935,10.488520429241627,13,11.92720927582913,1,47,2,0,0,2,1,0,12.978495316450783,5,0,12.650441108746573
12940,11.185823192802378,9,12.303684773907628,0,55,2,1,2,1,1,0,11.226589153242802,4,0,13.752678313641463
12945,8.853808274977197,9,11.730500418141487,1,61,2,0,0,1,1,0,5.14166355650266,5,0,14.105191381581442
12950,5.017279836814924,1,11.570537163972045,0,49,2,0,1,1,1,0,9.910512817472881,5,1,5.017279836814924
12955,9.741027444837728,12,10.936821754744528,0,75,3,1,0,2,3,0,0.0,5,0,13.613395597831598
12960,10.55323128448846,13,12.17852223565681,1,49,1,0,2,1,1,0,13.279710656944145,3,0,10.785207543360087
12965,19.063502587818313,14,19.11723257301343,1,79,3,1,0,1,2,1,0.0,4,0,19.81840454200356
12970,10.783135046711445,14,12.59869172789388,1,60,3,0,1,1,1,0,11.956976469393481,4,0,13.203392060382884
12975,10.533188948038239,11,10.482095840823943,1,67,0,1,0,1,3,0,7.00397413672268,5,0,10.558699193753036
12980,4.61512051684126,8,9.98133877479715,0,42,3,0,1,2,1,0,0.0,1,0,4.61512051684126
12985,8.517393171418904,14,11.805849271474132,0,38,3,1,0,2,1,0,13.060490101343552,2,0,13.933294482509151
12990,8.81001204797317,8,11.355019808159389,1,72,1,0,0,1,3,0,5.993961427306569,4,1,9.259225769705994
12995,10.915106645867503,13,12.121364124132038,1,34,3,1,0,2,1,0,11.89478753335453,5,0,11.884495917930655
13000,5.081404364984463,10,10.386788464403516,0,63,1,0,0,2,1,0,9.392745258631441,4,0,8.333510708982942
13005,10.65492722584759,12,12.920456888161272,0,30,2,1,0,1,1,0,9.967447781495006,4,1,13.20560281623769
13010,8.682877107057168,4,11.329377681719818,0,33,0,0,3,1,1,0,10.611547975828369,4,0,8.682877107057168
13015,17.544931991397867,12,14.762934235456223,1,72,3,0,0,1,2,0,0.0,3,0,18.876236763542053
13020,7.496097345175956,8,9.930047914868675,1,54,2,0,0,2,1,0,0.0,3,0,7.496097345175956
13025,4.61512051684126,11,10.386788464403516,0,42,2,0,3,1,1,0,9.741027444837728,3,0,4.61512051684126
13030,10.043292972227004,13,12.028991330674025,1,40,3,0,3,1,1,0,12.910903801827052,4,0,10.62135173563291
13035,5.303304908059076,12,10.623170750425082,0,32,1,0,0,2,2,0,9.711176264112805,1,0,6.55250788703459
13040,12.556733038263905,12,13.456361180968159,1,51,3,1,3,1,1,0,13.005831808336863,2,0,15.385999928203217
13045,5.942799375126701,9,9.470543987306165,0,37,2,1,0,2,3,0,3.4339872044851463,5,0,5.942799375126701
13050,8.81001204797317,11,10.74678187553037,0,53,2,0,0,2,4,0,0.0,5,0,10.909637269778615
13055,6.90875477931522,8,10.814221753204105,1,47,2,0,1,1,1,0,0.0,4,0,6.90875477931522
13060,10.736418414365376,1,11.667700038278326,1,88,1,0,1,2,3,0,0.0,1,0,13.530492932718326
13065,11.87346991271338,13,12.56529356217316,1,47,3,1,2,1,1,0,12.577639650232573,2,0,13.98222004479889
13070,11.936237039973754,8,11.771391653108141,1,84,3,1,0,1,3,0,0.0,4,0,13.407092594466635
13075,0.0,8,9.470543987306165,0,31,1,0,1,2,1,0,0.0,5,0,0.0
13080,8.81001204797317,12,12.066970356293535,1,28,2,1,0,1,1,0,13.030250281476574,3,0,12.548246454396082
13085,14.086301525522053,14,15.67838616034746,1,50,3,1,2,1,2,1,14.418733578042035,3,0,16.418348454647052
13090,5.707110264748875,2,9.550580764956187,0,86,2,1,0,2,3,0,0.0,5,0,5.707110264748875
13095,9.305741456739435,9,10.769770904774587,1,89,2,1,0,2,3,0,10.085850775128717,4,0,9.648659816955295
13100,8.294299608857235,8,10.814221753204105,0,25,3,0,0,2,1,1,9.211439767419483,2,1,9.76428295481558
13105,10.404293143019792,8,9.6246836542707,0,87,1,0,0,2,3,0,0.0,3,0,11.385103457032141
13110,7.313886831633462,9,9.875983398597374,1,81,3,1,1,2,3,0,0.0,4,0,10.184937747111391
13115,4.61512051684126,6,10.814221753204105,0,44,2,0,4,1,1,0,8.24301946898925,5,0,4.61512051684126
13120,11.131679686740132,12,11.451478997511787,1,34,2,1,0,2,1,0,12.300932724054114,4,0,11.237185138527495
13125,12.409017571151187,14,13.506182735141644,1,69,3,0,0,1,2,0,0.0,5,0,15.790147124089746
13130,8.699681400989514,13,11.649008066953392,1,40,2,1,2,1,1,0,13.279026897402565,2,0,11.170449240431308
13135,8.434028950155469,9,11.704067376563522,1,50,3,1,0,2,1,0,12.148978347281835,5,0,9.883335864325275
13140,15.77137117931546,8,16.33479269645206,1,62,3,1,0,1,2,0,0.0,4,0,17.38408507723058
13145,7.0909098220799835,9,10.85678052964002,0,46,1,0,2,1,4,0,6.133398042996649,1,0,7.1316985104669115
13150,10.308985993422082,14,13.79349621102639,1,65,3,1,0,1,2,0,0.0,1,0,17.75996204997359
13155,13.191331448583755,13,14.5085016631951,1,62,3,1,2,1,1,0,14.653840180801057,4,0,15.52020428508858
13160,8.517393171418904,9,10.030126736355644,1,43,1,0,0,2,1,0,8.77971129020447,4,1,9.99884318585288
13165,5.8888779583328805,1,10.31779779558084,0,38,2,0,3,2,1,0,7.313886831633462,5,0,5.8888779583328805
13170,12.154784614286667,12,10.91740401772286,1,73,3,1,0,1,3,0,0.0,2,0,13.986097701709772
13175,13.369225017834633,9,12.14462086116848,1,73,2,1,0,2,3,0,12.45293662970407,4,0,13.946539697563276
13180,5.983936280687191,10,10.35288797609956,0,26,2,0,1,1,4,0,9.130322663990151,5,1,5.983936280687191
13185,9.711176264112805,12,11.773059697378923,1,64,3,1,1,1,1,0,12.821260987319457,3,0,12.439170488085749
13190,9.387733135533384,11,11.853101811967846,1,43,3,0,0,1,1,0,12.469209688250697,3,0,10.614990235380386
13195,9.825580063659602,8,10.792243293398966,0,25,1,1,2,1,4,0,0.0,5,0,9.825580063659602
13200,6.660575149839686,12,10.623170750425082,0,33,1,0,0,2,1,0,11.13504147662283,4,1,6.660575149839686
13205,8.03947991910045,11,11.439918298765717,1,73,2,1,0,1,3,0,10.703266939811954,4,0,11.397525836740476
13210,5.707110264748875,6,8.987165257038846,0,50,0,0,1,1,1,0,7.244941546337007,5,0,5.707110264748875
13215,14.220976332738882,12,15.201918827421364,1,79,0,1,0,2,3,0,13.429849547739444,4,0,16.090724556937104
13220,9.268703615273097,4,10.569104881654322,1,79,0,0,1,2,3,0,9.059633754551479,5,0,9.268703615273097
13225,5.993961427306569,9,10.386788464403516,0,29,2,0,0,2,1,0,9.99884318585288,1,0,5.993961427306569
13230,13.195615697878253,12,11.063113369269185,0,38,3,0,0,2,2,0,0.0,2,0,13.26212705890841
13235,0.0,8,9.930047914868675,1,48,1,0,0,2,4,0,0.0,5,0,0.0
13240,4.61512051684126,6,9.98133877479715,0,66,1,0,0,2,1,0,7.048386408721883,5,0,4.61512051684126
13245,9.419060402624668,13,11.079920226254767,1,41,2,0,1,2,1,0,12.928149789877502,5,0,12.31457272758764
13250,11.642206587981981,10,11.428222385556161,1,72,3,1,0,1,3,0,11.798111925972618,4,0,14.970755511179279
13255,13.407543823396258,12,13.903266770903059,1,76,3,0,0,1,2,0,0.0,5,0,17.83356787000213
13260,10.819798284210286,13,12.073162291050107,1,70,3,1,0,1,3,0,0.0,2,0,16.620324488016823
13265,12.392556361841777,13,14.058830746545782,1,56,2,0,0,1,3,0,13.85952840031839,5,0,15.91805821050344
13270,12.414390842349803,13,17.35152318955752,1,72,2,1,0,1,2,0,0.0,1,0,17.96131348344931
13275,10.942013616092948,9,10.121094683881875,1,71,0,0,0,2,3,0,0.0,4,0,12.676391849976817
13280,12.211065162153215,9,13.28082795342121,1,51,3,1,0,1,2,0,11.918397239722838,2,0,13.671641342278317
13285,12.6410997921206,13,15.311593155037595,1,65,3,1,0,1,3,0,0.0,4,0,17.50156103930549
13290,12.25486757159303,12,12.283882237332369,1,55,1,1,1,1,2,1,11.097425172408931,1,0,12.25486757159303
13295,10.477316144080852,12,11.507358877993518,1,70,2,0,0,1,3,0,0.0,3,0,13.891082672024641
13300,16.173719649295794,12,16.55984910922224,1,61,2,0,0,1,1,0,0.0,2,1,19.045238548395865
13305,14.565175586134309,14,16.534549121407547,1,85,3,1,0,1,3,0,0.0,5,0,17.77197697984147
13310,9.680406499268875,13,11.860764630434472,0,32,3,1,0,1,1,0,0.0,2,0,12.100717685412471
13315,8.612685172875459,13,11.342280932513091,1,37,2,1,3,1,1,0,12.314931534737134,5,0,8.612685172875459
13320,7.479299637782834,9,10.623170750425082,0,44,0,0,0,1,3,1,0.0,2,0,7.479299637782834
13325,6.68586094706836,9,10.95586961402582,1,51,3,0,3,1,1,0,12.788291058675025,4,1,6.68586094706836
13330,14.152697539094763,12,12.692673583390023,1,52,3,0,0,1,2,0,14.603968372873895,2,0,15.640221288596313
13335,7.67368812926773,10,10.897601753215403,1,50,2,0,0,1,1,0,10.668978650219241,3,0,8.802522498284421
13340,4.663439094112067,12,9.930047914868675,1,83,1,0,0,2,3,0,8.962007209588313,2,0,9.401456476451633
13345,6.90875477931522,13,12.692673583390023,1,37,1,1,1,1,1,0,13.478639641880966,5,0,12.570719231334277
13350,10.789339695269716,12,11.829754616082079,1,71,3,1,0,2,1,0,0.0,4,0,13.855501166979357
13355,0.0,8,7.9022209664185965,0,25,1,1,0,2,4,1,0.0,5,0,0.0
13360,12.220966184120165,12,12.84349604282837,1,68,3,0,1,1,3,0,13.710262258232227,5,0,14.794964240312334
13365,9.99884318585288,8,12.486822231693765,1,62,3,1,0,1,1,0,0.0,1,0,15.30210286654152
13370,12.415932356015515,12,12.522898154395813,1,54,3,1,2,1,1,0,12.343662665771719,1,0,14.71025114452168
13375,9.082620630373812,11,12.323102772577545,1,48,1,1,2,1,1,0,11.514434326066581,4,0,13.244228735697845
13380,10.695370855832223,12,11.367598443988374,1,62,2,1,0,2,3,0,11.314486721293981,5,0,10.695370855832223
13385,10.203629181337648,12,13.20017019377173,1,37,2,1,1,1,1,0,12.36308066783498,2,0,13.537119853422677
13390,11.951186847493476,13,13.34340411493854,1,46,3,1,3,1,1,0,14.241791505386114,2,0,14.864582751334883
13395,5.771441123130016,6,9.930047914868675,0,33,0,0,1,2,4,0,0.0,3,0,5.771441123130016
13400,8.824824939175638,8,11.056310728985565,1,78,1,0,1,2,3,0,12.960787532474237,2,0,12.02455676409265
13405,11.503793898837728,10,12.64852393750623,1,52,2,1,0,1,1,0,13.42246945133505,5,0,13.591230110628626
13410,6.478509642208569,8,10.899599718958573,0,64,3,0,0,1,3,0,9.433563920090563,4,0,10.362525022649812
13415,7.473637108496206,8,10.076644749570697,1,67,2,1,0,2,3,0,0.0,3,0,7.473637108496206
13420,12.85840043573314,14,15.685075147471801,1,57,3,1,1,1,2,0,15.531108846082864,2,0,16.757314542263156
13425,12.206077645517674,12,11.248253152234346,1,80,3,1,0,1,3,0,0.0,3,0,14.33668306760846
13430,0.6931471805599453,6,9.288237848223762,0,76,2,0,0,2,3,0,0.0,5,0,0.6931471805599453
13435,6.042632833682381,12,11.485380194730258,0,43,2,0,1,1,1,0,12.114894417443708,5,0,11.153690103100145
13440,11.225256725762893,9,14.225493500074245,1,76,1,1,0,2,3,0,0.0,3,0,16.530205368010318
13445,6.55250788703459,5,11.316305758236654,0,44,3,0,0,1,1,0,0.0,2,0,6.55250788703459
13450,11.211833885608513,12,13.21012050630853,1,57,2,0,0,1,1,0,10.668978650219241,5,0,15.897872954790522
13455,6.68586094706836,12,11.907006703345852,1,34,2,0,0,1,2,0,12.837347081942964,2,0,7.8713112033234065
13460,10.12667110305036,13,12.051951387445092,1,69,3,0,0,1,3,0,0.0,1,0,14.394929533419809
13465,9.06773940337716,9,10.569104881654322,0,54,2,0,0,2,1,0,11.13343507403426,5,0,9.06773940337716
13470,11.964007453736912,13,11.860764630434472,1,48,3,1,0,1,1,0,0.0,4,0,14.156971046828328
13475,7.650168700845001,11,11.063113369269185,1,61,2,0,1,2,1,0,11.724004532183379,5,0,12.6118743636455
13480,8.131824785007195,13,8.777473893219948,0,45,3,0,0,2,1,0,0.0,5,0,9.169622538697624
13485,8.732465848349879,10,11.996201706795759,0,64,2,1,1,2,3,0,0.0,4,0,10.007892611890918
13490,10.239995502805316,13,11.079920226254767,0,45,2,1,1,1,1,0,5.303304908059076,3,0,12.144202560946876
13495,12.940268194985762,14,14.278578554215343,1,42,3,1,2,1,1,1,14.424189125967262,1,0,14.12963566134949
13500,4.394449154672439,9,10.451325058234776,1,38,0,0,2,2,1,0,6.814542897259958,4,0,11.398983791824563
13505,6.90875477931522,5,9.6246836542707,0,58,1,0,0,2,4,1,7.601402334583733,5,0,6.90875477931522
13510,8.131824785007195,12,11.355019808159389,0,30,3,1,0,1,1,0,10.75579427616868,2,0,8.131824785007195
13515,9.966509298952284,13,11.721766808769676,0,38,3,1,2,2,1,0,0.0,5,0,12.619839862232693
13520,0.6931471805599453,8,9.383539618396707,0,46,0,1,0,2,3,0,0.0,5,0,0.6931471805599453
13525,8.612685172875459,8,11.316305758236654,1,53,2,0,1,1,2,0,8.24301946898925,2,1,8.612685172875459
13530,10.214678610538817,13,13.01384099455312,1,56,3,0,1,1,1,0,13.592743185885782,1,0,15.257074285908892
13535,6.68586094706836,2,11.560280761065794,1,71,2,0,1,1,3,0,13.572165574841936,5,0,6.68586094706836
13540,8.15507488781144,5,10.076644749570697,0,25,1,0,0,1,1,0,4.875197323201151,2,0,8.15507488781144
13545,5.5254529391317835,4,10.674462827538377,1,64,3,1,0,1,1,0,11.627601456538116,5,0,5.5254529391317835
13550,4.2626798770413155,8,10.64914561257346,0,53,1,0,0,2,1,0,9.798182590890704,4,0,4.2626798770413155
13555,12.180759965737863,8,13.60028708541075,1,58,3,1,0,1,2,0,12.994532278619134,5,0,14.230266373481294
13560,11.540550359582348,13,12.808608877654882,1,55,1,0,1,1,2,0,13.467371932904971,1,0,14.442411626950262
13565,12.224408511383015,12,11.781358436450864,1,50,2,0,1,1,1,0,9.90353755128617,4,0,13.24405166651114
13570,13.721200977393528,12,14.200800904078731,1,54,2,1,2,1,2,0,13.997832948091215,1,0,14.571633007169066
13575,10.725489582719506,12,0.0,1,34,3,0,1,2,2,0,9.012011377036412,5,0,11.19822841866684
13580,7.0909098220799835,8,10.723251890363157,0,31,2,0,2,2,1,0,10.929726261557809,2,1,7.0909098220799835
13585,8.244334047856094,9,11.712956250852091,1,79,1,1,0,2,3,0,10.896757843893464,4,0,8.39072252736229
13590,10.465984899076615,12,12.379191996605552,1,45,1,1,1,1,1,0,13.26212705890841,3,0,12.687266554396556
13595,13.725586944527592,12,14.805598606077885,1,47,3,1,1,1,1,0,0.0,4,0,15.996831676357575
13600,10.768506042432708,14,12.327898923543565,1,71,3,1,0,1,3,0,12.122696471358964,2,0,13.317109100286022
13605,12.09626335986454,10,10.386788464403516,1,57,3,0,1,1,1,0,10.86477077032911,3,0,12.673576277384964
13610,8.853808274977197,12,12.920456888161272,1,60,3,1,0,2,2,1,12.611541086966115,2,0,13.619496890582589
13615,13.122365377402328,12,14.49215253344101,1,63,3,1,0,1,2,0,0.0,2,0,15.40678470343667
13620,8.343077871169383,8,11.28963784015293,1,61,3,0,2,1,1,0,12.41333475165532,5,0,8.343077871169383
13625,5.771441123130016,10,10.974561423798537,0,29,2,0,1,1,1,0,9.76428295481558,4,1,9.919410113079943
