,LOG_LIQ,EDUC,LOG_INCOME,HHOUSES,AGE,FINLIT,EMERGSAV,KIDS,MARRIED,OCCAT1,YESFINRISK,LOG_DEBT,SPENDMOR,LATE,LOG_RET_ASSETS
18170,4.290459441148391,9,10.674462827538377,1,37,2,0,3,2,1,0,11.636920278634463,2,0,4.290459441148391
18175,7.3783837129967145,9,11.485380194730258,1,35,2,0,2,1,1,1,12.456446075655599,1,0,7.3783837129967145
18180,7.099201743553092,8,10.974561423798537,1,78,2,1,2,2,3,0,7.937731775260109,4,0,9.324650718153594
18185,7.696667081526462,8,10.897601753215403,0,46,2,0,0,2,1,0,0.0,5,0,7.696667081526462
18190,7.783640596221253,13,12.14462086116848,1,53,2,1,0,1,1,0,13.049794835104816,5,0,7.783640596221253
18195,0.0,9,10.076644749570697,1,60,2,0,0,1,3,0,0.0,3,0,8.071218539969863
18200,9.69898173460629,12,11.695098780943722,1,54,3,1,1,1,1,0,13.091906231773164,5,0,9.69898173460629
18205,5.3981627015177525,11,10.243692364956795,0,57,2,0,0,2,3,0,10.975088291957388,4,0,5.3981627015177525
18210,3.828641396489095,10,11.428222385556161,0,30,1,0,2,1,1,0,9.099520536870939,2,1,3.828641396489095
18215,7.3783837129967145,9,8.931602548935768,0,24,3,0,0,2,1,0,8.853808274977197,2,0,7.8713112033234065
18220,7.824445930877619,1,11.496429917961313,1,67,1,1,0,1,3,0,7.601402334583733,4,0,10.811766273800105
18225,13.559328444560693,13,12.772460464301396,1,73,3,1,0,1,2,0,13.279368835614243,2,0,15.106669998920971
18230,9.820160289946374,12,10.16365262239305,0,23,3,0,0,2,4,0,12.220966184120165,4,0,9.820160289946374
18235,12.611541086966115,8,13.942106569283686,1,64,3,1,0,1,2,0,13.1421679654829,2,0,14.63440938474679
18240,5.831882477283517,6,10.41957729248823,0,57,2,0,1,2,1,0,0.0,2,0,5.831882477283517
18245,11.39640288460621,5,12.085432314014094,1,66,2,1,0,1,2,0,0.0,5,0,12.73670383776449
18250,6.2166061010848646,8,10.897601753215403,1,40,3,0,2,1,1,0,12.273735966890268,2,1,9.392745258631441
18255,9.44943600950432,8,12.56529356217316,1,50,3,0,2,1,4,0,13.317931805683793,5,0,13.724163614154637
18260,11.891368749982085,13,12.419286288567474,1,56,3,1,3,1,1,0,12.233692676364548,4,0,14.824964074730705
18265,10.691967639914864,12,12.308574737108612,1,78,3,1,0,2,2,0,12.206077645517674,5,0,13.260386417460465
18270,0.0,9,9.75820678716859,0,42,1,0,0,2,1,0,0.0,5,0,0.0
18275,13.407543823396258,12,13.094809883705356,1,60,2,1,0,1,2,0,0.0,2,0,15.563840643329382
18280,10.322230781590136,9,10.511947979456522,1,73,2,1,1,1,3,0,7.00397413672268,4,0,10.322230781590136
18285,9.441531454869693,12,9.69367212060944,0,49,1,0,0,2,1,0,0.0,4,0,9.441531454869693
18290,12.301387370778713,13,17.058790611209968,1,57,3,1,0,2,2,1,0.0,1,0,18.73556448112803
18295,8.556606193773073,3,11.367598443988374,1,41,2,0,6,1,2,0,11.863025843741806,2,0,9.23024103368252
18300,8.289288323000317,8,10.451325058234776,1,57,2,0,0,2,1,0,10.545367754151743,4,1,12.389564350766658
18305,13.204866440535003,12,12.59869172789388,1,70,3,1,0,1,3,0,0.0,2,0,14.94063526578453
18310,6.55250788703459,5,10.204473075038809,0,80,2,0,0,1,3,0,6.2166061010848646,4,0,6.55250788703459
18315,9.04793908261736,13,11.234068703381137,1,31,3,1,0,1,2,0,11.458479838780507,4,0,10.725489582719506
18320,13.910821646859095,12,14.278578554215343,1,49,3,0,1,1,2,1,0.0,2,0,14.69513772040451
18325,8.764209507142004,9,12.232589186385791,1,34,3,1,1,1,1,0,12.724869415131389,4,0,12.99020475638327
18330,9.314790473332646,14,11.649008066953392,1,42,3,0,2,1,2,0,13.302500884229884,4,0,12.634931962691928
18335,9.798182590890704,8,11.898221933343832,0,55,2,0,1,1,2,0,10.725489582719506,5,0,9.798182590890704
18340,7.616283561580385,9,10.451325058234776,1,62,3,0,0,1,3,0,10.484613193102275,5,0,9.395241931033524
18345,10.007892611890918,7,11.159961747859198,1,38,2,0,2,1,1,0,12.236218653973182,1,1,10.05195066017375
18350,10.292179440058462,12,12.56529356217316,1,41,3,0,3,1,1,0,12.89119017455097,4,0,13.352682721027628
18355,12.464587201678082,13,14.772942655434314,1,52,3,1,0,1,2,0,12.316275916098562,2,0,14.698865202986044
18360,11.466891997618188,14,13.382491442193844,1,33,3,1,1,1,1,0,12.765691290604371,4,0,13.537780136496803
18365,9.472781556562168,4,11.829754616082079,0,38,2,0,0,1,1,0,7.937731775260109,3,0,10.998777662206932
